,entry_date,exit_date,quarter_date
2370,2015-06-04,2015-06-05,2015-04-01
2371,2015-06-05,2015-06-08,2015-04-01
2372,2015-06-08,2015-06-09,2015-04-01
2373,2015-06-09,2015-06-10,2015-04-01
2374,2015-06-10,2015-06-11,2015-04-01
2375,2015-06-11,2015-06-12,2015-04-01
2376,2015-06-12,2015-06-15,2015-04-01
2377,2015-06-15,2015-06-16,2015-04-01
2378,2015-06-16,2015-06-17,2015-04-01
2379,2015-06-17,2015-06-18,2015-04-01
2380,2015-06-18,2015-06-19,2015-04-01
2381,2015-06-19,2015-06-22,2015-04-01
2382,2015-06-22,2015-06-23,2015-04-01
2383,2015-06-23,2015-06-24,2015-04-01
2384,2015-06-24,2015-06-25,2015-04-01
2385,2015-06-25,2015-06-26,2015-04-01
2386,2015-06-26,2015-06-29,2015-04-01
2387,2015-06-29,2015-06-30,2015-04-01
2388,2015-06-30,2015-07-01,2015-04-01
2389,2015-07-01,2015-07-02,2015-07-01
2390,2015-07-02,2015-07-06,2015-07-01
2391,2015-07-06,2015-07-07,2015-07-01
2392,2015-07-07,2015-07-08,2015-07-01
2393,2015-07-08,2015-07-09,2015-07-01
2394,2015-07-09,2015-07-10,2015-07-01
2395,2015-07-10,2015-07-13,2015-07-01
2396,2015-07-13,2015-07-14,2015-07-01
2397,2015-07-14,2015-07-15,2015-07-01
2398,2015-07-15,2015-07-16,2015-07-01
2399,2015-07-16,2015-07-17,2015-07-01
2400,2015-07-17,2015-07-20,2015-07-01
2401,2015-07-20,2015-07-21,2015-07-01
2402,2015-07-21,2015-07-22,2015-07-01
2403,2015-07-22,2015-07-23,2015-07-01
2404,2015-07-23,2015-07-24,2015-07-01
2405,2015-07-24,2015-07-27,2015-07-01
2406,2015-07-27,2015-07-28,2015-07-01
2407,2015-07-28,2015-07-29,2015-07-01
2408,2015-07-29,2015-07-30,2015-07-01
2409,2015-07-30,2015-07-31,2015-07-01
2410,2015-07-31,2015-08-03,2015-07-01
2411,2015-08-03,2015-08-04,2015-07-01
2412,2015-08-04,2015-08-05,2015-07-01
2413,2015-08-05,2015-08-06,2015-07-01
2414,2015-08-06,2015-08-07,2015-07-01
2415,2015-08-07,2015-08-10,2015-07-01
2416,2015-08-10,2015-08-11,2015-07-01
2417,2015-08-11,2015-08-12,2015-07-01
2418,2015-08-12,2015-08-13,2015-07-01
2419,2015-08-13,2015-08-14,2015-07-01
2420,2015-08-14,2015-08-17,2015-07-01
2421,2015-08-17,2015-08-18,2015-07-01
2422,2015-08-18,2015-08-19,2015-07-01
2423,2015-08-19,2015-08-20,2015-07-01
2424,2015-08-20,2015-08-21,2015-07-01
2425,2015-08-21,2015-08-24,2015-07-01
2426,2015-08-24,2015-08-25,2015-07-01
2427,2015-08-25,2015-08-26,2015-07-01
2428,2015-08-26,2015-08-27,2015-07-01
2429,2015-08-27,2015-08-28,2015-07-01
2430,2015-08-28,2015-08-31,2015-07-01
2431,2015-08-31,2015-09-01,2015-07-01
2432,2015-09-01,2015-09-02,2015-07-01
2433,2015-09-02,2015-09-03,2015-07-01
2434,2015-09-03,2015-09-04,2015-07-01
2435,2015-09-04,2015-09-08,2015-07-01
2436,2015-09-08,2015-09-09,2015-07-01
2437,2015-09-09,2015-09-10,2015-07-01
2438,2015-09-10,2015-09-11,2015-07-01
2439,2015-09-11,2015-09-14,2015-07-01
2440,2015-09-14,2015-09-15,2015-07-01
2441,2015-09-15,2015-09-16,2015-07-01
2442,2015-09-16,2015-09-17,2015-07-01
2443,2015-09-17,2015-09-18,2015-07-01
2444,2015-09-18,2015-09-21,2015-07-01
2445,2015-09-21,2015-09-22,2015-07-01
2446,2015-09-22,2015-09-23,2015-07-01
2447,2015-09-23,2015-09-24,2015-07-01
2448,2015-09-24,2015-09-25,2015-07-01
2449,2015-09-25,2015-09-28,2015-07-01
2450,2015-09-28,2015-09-29,2015-07-01
2451,2015-09-29,2015-09-30,2015-07-01
2452,2015-09-30,2015-10-01,2015-07-01
2453,2015-10-01,2015-10-02,2015-10-01
2454,2015-10-02,2015-10-05,2015-10-01
2455,2015-10-05,2015-10-06,2015-10-01
2456,2015-10-06,2015-10-07,2015-10-01
2457,2015-10-07,2015-10-08,2015-10-01
2458,2015-10-08,2015-10-09,2015-10-01
2459,2015-10-09,2015-10-12,2015-10-01
2460,2015-10-12,2015-10-13,2015-10-01
2461,2015-10-13,2015-10-14,2015-10-01
2462,2015-10-14,2015-10-15,2015-10-01
2463,2015-10-15,2015-10-16,2015-10-01
2464,2015-10-16,2015-10-19,2015-10-01
2465,2015-10-19,2015-10-20,2015-10-01
2466,2015-10-20,2015-10-21,2015-10-01
2467,2015-10-21,2015-10-22,2015-10-01
2468,2015-10-22,2015-10-23,2015-10-01
2469,2015-10-23,2015-10-26,2015-10-01
2470,2015-10-26,2015-10-27,2015-10-01
2471,2015-10-27,2015-10-28,2015-10-01
2472,2015-10-28,2015-10-29,2015-10-01
2473,2015-10-29,2015-10-30,2015-10-01
2474,2015-10-30,2015-11-02,2015-10-01
2475,2015-11-02,2015-11-03,2015-10-01
2476,2015-11-03,2015-11-04,2015-10-01
2477,2015-11-04,2015-11-05,2015-10-01
2478,2015-11-05,2015-11-06,2015-10-01
2479,2015-11-06,2015-11-09,2015-10-01
2480,2015-11-09,2015-11-10,2015-10-01
2481,2015-11-10,2015-11-11,2015-10-01
2482,2015-11-11,2015-11-12,2015-10-01
2483,2015-11-12,2015-11-13,2015-10-01
2484,2015-11-13,2015-11-16,2015-10-01
2485,2015-11-16,2015-11-17,2015-10-01
2486,2015-11-17,2015-11-18,2015-10-01
2487,2015-11-18,2015-11-19,2015-10-01
2488,2015-11-19,2015-11-20,2015-10-01
2489,2015-11-20,2015-11-23,2015-10-01
2490,2015-11-23,2015-11-24,2015-10-01
2491,2015-11-24,2015-11-25,2015-10-01
2492,2015-11-25,2015-11-27,2015-10-01
2493,2015-11-27,2015-11-30,2015-10-01
2494,2015-11-30,2015-12-01,2015-10-01
2495,2015-12-01,2015-12-02,2015-10-01
2496,2015-12-02,2015-12-03,2015-10-01
2497,2015-12-03,2015-12-04,2015-10-01
2498,2015-12-04,2015-12-07,2015-10-01
2499,2015-12-07,2015-12-08,2015-10-01
2500,2015-12-08,2015-12-09,2015-10-01
2501,2015-12-09,2015-12-10,2015-10-01
2502,2015-12-10,2015-12-11,2015-10-01
2503,2015-12-11,2015-12-14,2015-10-01
2504,2015-12-14,2015-12-15,2015-10-01
2505,2015-12-15,2015-12-16,2015-10-01
2506,2015-12-16,2015-12-17,2015-10-01
2507,2015-12-17,2015-12-18,2015-10-01
2508,2015-12-18,2015-12-21,2015-10-01
2509,2015-12-21,2015-12-22,2015-10-01
2510,2015-12-22,2015-12-23,2015-10-01
2511,2015-12-23,2015-12-24,2015-10-01
2512,2015-12-24,2015-12-28,2015-10-01
2513,2015-12-28,2015-12-29,2015-10-01
2514,2015-12-29,2015-12-30,2015-10-01
2515,2015-12-30,2015-12-31,2015-10-01
2516,2015-12-31,2016-01-04,2015-10-01
2517,2016-01-04,2016-01-05,2016-01-01
2518,2016-01-05,2016-01-06,2016-01-01
2519,2016-01-06,2016-01-07,2016-01-01
2520,2016-01-07,2016-01-08,2016-01-01
2521,2016-01-08,2016-01-11,2016-01-01
2522,2016-01-11,2016-01-12,2016-01-01
2523,2016-01-12,2016-01-13,2016-01-01
2524,2016-01-13,2016-01-14,2016-01-01
2525,2016-01-14,2016-01-15,2016-01-01
2526,2016-01-15,2016-01-19,2016-01-01
2527,2016-01-19,2016-01-20,2016-01-01
2528,2016-01-20,2016-01-21,2016-01-01
2529,2016-01-21,2016-01-22,2016-01-01
2530,2016-01-22,2016-01-25,2016-01-01
2531,2016-01-25,2016-01-26,2016-01-01
2532,2016-01-26,2016-01-27,2016-01-01
2533,2016-01-27,2016-01-28,2016-01-01
2534,2016-01-28,2016-01-29,2016-01-01
2535,2016-01-29,2016-02-01,2016-01-01
2536,2016-02-01,2016-02-02,2016-01-01
2537,2016-02-02,2016-02-03,2016-01-01
2538,2016-02-03,2016-02-04,2016-01-01
2539,2016-02-04,2016-02-05,2016-01-01
2540,2016-02-05,2016-02-08,2016-01-01
2541,2016-02-08,2016-02-09,2016-01-01
2542,2016-02-09,2016-02-10,2016-01-01
2543,2016-02-10,2016-02-11,2016-01-01
2544,2016-02-11,2016-02-12,2016-01-01
2545,2016-02-12,2016-02-16,2016-01-01
2546,2016-02-16,2016-02-17,2016-01-01
2547,2016-02-17,2016-02-18,2016-01-01
2548,2016-02-18,2016-02-19,2016-01-01
2549,2016-02-19,2016-02-22,2016-01-01
2550,2016-02-22,2016-02-23,2016-01-01
2551,2016-02-23,2016-02-24,2016-01-01
2552,2016-02-24,2016-02-25,2016-01-01
2553,2016-02-25,2016-02-26,2016-01-01
2554,2016-02-26,2016-02-29,2016-01-01
2555,2016-02-29,2016-03-01,2016-01-01
2556,2016-03-01,2016-03-02,2016-01-01
2557,2016-03-02,2016-03-03,2016-01-01
2558,2016-03-03,2016-03-04,2016-01-01
2559,2016-03-04,2016-03-07,2016-01-01
2560,2016-03-07,2016-03-08,2016-01-01
2561,2016-03-08,2016-03-09,2016-01-01
2562,2016-03-09,2016-03-10,2016-01-01
2563,2016-03-10,2016-03-11,2016-01-01
2564,2016-03-11,2016-03-14,2016-01-01
2565,2016-03-14,2016-03-15,2016-01-01
2566,2016-03-15,2016-03-16,2016-01-01
2567,2016-03-16,2016-03-17,2016-01-01
2568,2016-03-17,2016-03-18,2016-01-01
2569,2016-03-18,2016-03-21,2016-01-01
2570,2016-03-21,2016-03-22,2016-01-01
2571,2016-03-22,2016-03-23,2016-01-01
2572,2016-03-23,2016-03-24,2016-01-01
2573,2016-03-24,2016-03-28,2016-01-01
2574,2016-03-28,2016-03-29,2016-01-01
2575,2016-03-29,2016-03-30,2016-01-01
2576,2016-03-30,2016-03-31,2016-01-01
2577,2016-03-31,2016-04-01,2016-01-01
2578,2016-04-01,2016-04-04,2016-04-01
2579,2016-04-04,2016-04-05,2016-04-01
2580,2016-04-05,2016-04-06,2016-04-01
2581,2016-04-06,2016-04-07,2016-04-01
2582,2016-04-07,2016-04-08,2016-04-01
2583,2016-04-08,2016-04-11,2016-04-01
2584,2016-04-11,2016-04-12,2016-04-01
2585,2016-04-12,2016-04-13,2016-04-01
2586,2016-04-13,2016-04-14,2016-04-01
2587,2016-04-14,2016-04-15,2016-04-01
2588,2016-04-15,2016-04-18,2016-04-01
2589,2016-04-18,2016-04-19,2016-04-01
2590,2016-04-19,2016-04-20,2016-04-01
2591,2016-04-20,2016-04-21,2016-04-01
2592,2016-04-21,2016-04-22,2016-04-01
2593,2016-04-22,2016-04-25,2016-04-01
2594,2016-04-25,2016-04-26,2016-04-01
2595,2016-04-26,2016-04-27,2016-04-01
2596,2016-04-27,2016-04-28,2016-04-01
2597,2016-04-28,2016-04-29,2016-04-01
2598,2016-04-29,2016-05-02,2016-04-01
2599,2016-05-02,2016-05-03,2016-04-01
2600,2016-05-03,2016-05-04,2016-04-01
2601,2016-05-04,2016-05-05,2016-04-01
2602,2016-05-05,2016-05-06,2016-04-01
2603,2016-05-06,2016-05-09,2016-04-01
2604,2016-05-09,2016-05-10,2016-04-01
2605,2016-05-10,2016-05-11,2016-04-01
2606,2016-05-11,2016-05-12,2016-04-01
2607,2016-05-12,2016-05-13,2016-04-01
2608,2016-05-13,2016-05-16,2016-04-01
2609,2016-05-16,2016-05-17,2016-04-01
2610,2016-05-17,2016-05-18,2016-04-01
2611,2016-05-18,2016-05-19,2016-04-01
2612,2016-05-19,2016-05-20,2016-04-01
2613,2016-05-20,2016-05-23,2016-04-01
2614,2016-05-23,2016-05-24,2016-04-01
2615,2016-05-24,2016-05-25,2016-04-01
2616,2016-05-25,2016-05-26,2016-04-01
2617,2016-05-26,2016-05-27,2016-04-01
2618,2016-05-27,2016-05-31,2016-04-01
2619,2016-05-31,2016-06-01,2016-04-01
2620,2016-06-01,2016-06-02,2016-04-01
2621,2016-06-02,2016-06-03,2016-04-01
2622,2016-06-03,2016-06-06,2016-04-01
2623,2016-06-06,2016-06-07,2016-04-01
2624,2016-06-07,2016-06-08,2016-04-01
2625,2016-06-08,2016-06-09,2016-04-01
2626,2016-06-09,2016-06-10,2016-04-01
2627,2016-06-10,2016-06-13,2016-04-01
2628,2016-06-13,2016-06-14,2016-04-01
2629,2016-06-14,2016-06-15,2016-04-01
2630,2016-06-15,2016-06-16,2016-04-01
2631,2016-06-16,2016-06-17,2016-04-01
2632,2016-06-17,2016-06-20,2016-04-01
2633,2016-06-20,2016-06-21,2016-04-01
2634,2016-06-21,2016-06-22,2016-04-01
2635,2016-06-22,2016-06-23,2016-04-01
2636,2016-06-23,2016-06-24,2016-04-01
2637,2016-06-24,2016-06-27,2016-04-01
2638,2016-06-27,2016-06-28,2016-04-01
2639,2016-06-28,2016-06-29,2016-04-01
2640,2016-06-29,2016-06-30,2016-04-01
2641,2016-06-30,2016-07-01,2016-04-01
2642,2016-07-01,2016-07-05,2016-07-01
2643,2016-07-05,2016-07-06,2016-07-01
2644,2016-07-06,2016-07-07,2016-07-01
2645,2016-07-07,2016-07-08,2016-07-01
2646,2016-07-08,2016-07-11,2016-07-01
2647,2016-07-11,2016-07-12,2016-07-01
2648,2016-07-12,2016-07-13,2016-07-01
2649,2016-07-13,2016-07-14,2016-07-01
2650,2016-07-14,2016-07-15,2016-07-01
2651,2016-07-15,2016-07-18,2016-07-01
2652,2016-07-18,2016-07-19,2016-07-01
2653,2016-07-19,2016-07-20,2016-07-01
2654,2016-07-20,2016-07-21,2016-07-01
2655,2016-07-21,2016-07-22,2016-07-01
2656,2016-07-22,2016-07-25,2016-07-01
2657,2016-07-25,2016-07-26,2016-07-01
2658,2016-07-26,2016-07-27,2016-07-01
2659,2016-07-27,2016-07-28,2016-07-01
2660,2016-07-28,2016-07-29,2016-07-01
2661,2016-07-29,2016-08-01,2016-07-01
2662,2016-08-01,2016-08-02,2016-07-01
2663,2016-08-02,2016-08-03,2016-07-01
2664,2016-08-03,2016-08-04,2016-07-01
2665,2016-08-04,2016-08-05,2016-07-01
2666,2016-08-05,2016-08-08,2016-07-01
2667,2016-08-08,2016-08-09,2016-07-01
2668,2016-08-09,2016-08-10,2016-07-01
2669,2016-08-10,2016-08-11,2016-07-01
2670,2016-08-11,2016-08-12,2016-07-01
2671,2016-08-12,2016-08-15,2016-07-01
2672,2016-08-15,2016-08-16,2016-07-01
2673,2016-08-16,2016-08-17,2016-07-01
2674,2016-08-17,2016-08-18,2016-07-01
2675,2016-08-18,2016-08-19,2016-07-01
2676,2016-08-19,2016-08-22,2016-07-01
2677,2016-08-22,2016-08-23,2016-07-01
2678,2016-08-23,2016-08-24,2016-07-01
2679,2016-08-24,2016-08-25,2016-07-01
2680,2016-08-25,2016-08-26,2016-07-01
2681,2016-08-26,2016-08-29,2016-07-01
2682,2016-08-29,2016-08-30,2016-07-01
2683,2016-08-30,2016-08-31,2016-07-01
2684,2016-08-31,2016-09-01,2016-07-01
2685,2016-09-01,2016-09-02,2016-07-01
2686,2016-09-02,2016-09-06,2016-07-01
2687,2016-09-06,2016-09-07,2016-07-01
2688,2016-09-07,2016-09-08,2016-07-01
2689,2016-09-08,2016-09-09,2016-07-01
2690,2016-09-09,2016-09-12,2016-07-01
2691,2016-09-12,2016-09-13,2016-07-01
2692,2016-09-13,2016-09-14,2016-07-01
2693,2016-09-14,2016-09-15,2016-07-01
2694,2016-09-15,2016-09-16,2016-07-01
2695,2016-09-16,2016-09-19,2016-07-01
2696,2016-09-19,2016-09-20,2016-07-01
2697,2016-09-20,2016-09-21,2016-07-01
2698,2016-09-21,2016-09-22,2016-07-01
2699,2016-09-22,2016-09-23,2016-07-01
2700,2016-09-23,2016-09-26,2016-07-01
2701,2016-09-26,2016-09-27,2016-07-01
2702,2016-09-27,2016-09-28,2016-07-01
2703,2016-09-28,2016-09-29,2016-07-01
2704,2016-09-29,2016-09-30,2016-07-01
2705,2016-09-30,2016-10-03,2016-07-01
2706,2016-10-03,2016-10-04,2016-10-01
2707,2016-10-04,2016-10-05,2016-10-01
2708,2016-10-05,2016-10-06,2016-10-01
2709,2016-10-06,2016-10-07,2016-10-01
2710,2016-10-07,2016-10-10,2016-10-01
2711,2016-10-10,2016-10-11,2016-10-01
2712,2016-10-11,2016-10-12,2016-10-01
2713,2016-10-12,2016-10-13,2016-10-01
2714,2016-10-13,2016-10-14,2016-10-01
2715,2016-10-14,2016-10-17,2016-10-01
2716,2016-10-17,2016-10-18,2016-10-01
2717,2016-10-18,2016-10-19,2016-10-01
2718,2016-10-19,2016-10-20,2016-10-01
2719,2016-10-20,2016-10-21,2016-10-01
2720,2016-10-21,2016-10-24,2016-10-01
2721,2016-10-24,2016-10-25,2016-10-01
2722,2016-10-25,2016-10-26,2016-10-01
2723,2016-10-26,2016-10-27,2016-10-01
2724,2016-10-27,2016-10-28,2016-10-01
2725,2016-10-28,2016-10-31,2016-10-01
2726,2016-10-31,2016-11-01,2016-10-01
2727,2016-11-01,2016-11-02,2016-10-01
2728,2016-11-02,2016-11-03,2016-10-01
2729,2016-11-03,2016-11-04,2016-10-01
2730,2016-11-04,2016-11-07,2016-10-01
2731,2016-11-07,2016-11-08,2016-10-01
2732,2016-11-08,2016-11-09,2016-10-01
2733,2016-11-09,2016-11-10,2016-10-01
2734,2016-11-10,2016-11-11,2016-10-01
2735,2016-11-11,2016-11-14,2016-10-01
2736,2016-11-14,2016-11-15,2016-10-01
2737,2016-11-15,2016-11-16,2016-10-01
2738,2016-11-16,2016-11-17,2016-10-01
2739,2016-11-17,2016-11-18,2016-10-01
2740,2016-11-18,2016-11-21,2016-10-01
2741,2016-11-21,2016-11-22,2016-10-01
2742,2016-11-22,2016-11-23,2016-10-01
2743,2016-11-23,2016-11-25,2016-10-01
2744,2016-11-25,2016-11-28,2016-10-01
2745,2016-11-28,2016-11-29,2016-10-01
2746,2016-11-29,2016-11-30,2016-10-01
2747,2016-11-30,2016-12-01,2016-10-01
2748,2016-12-01,2016-12-02,2016-10-01
2749,2016-12-02,2016-12-05,2016-10-01
2750,2016-12-05,2016-12-06,2016-10-01
2751,2016-12-06,2016-12-07,2016-10-01
2752,2016-12-07,2016-12-08,2016-10-01
2753,2016-12-08,2016-12-09,2016-10-01
2754,2016-12-09,2016-12-12,2016-10-01
2755,2016-12-12,2016-12-13,2016-10-01
2756,2016-12-13,2016-12-14,2016-10-01
2757,2016-12-14,2016-12-15,2016-10-01
2758,2016-12-15,2016-12-16,2016-10-01
2759,2016-12-16,2016-12-19,2016-10-01
2760,2016-12-19,2016-12-20,2016-10-01
2761,2016-12-20,2016-12-21,2016-10-01
2762,2016-12-21,2016-12-22,2016-10-01
2763,2016-12-22,2016-12-23,2016-10-01
2764,2016-12-23,2016-12-27,2016-10-01
2765,2016-12-27,2016-12-28,2016-10-01
2766,2016-12-28,2016-12-29,2016-10-01
2767,2016-12-29,2016-12-30,2016-10-01
2768,2016-12-30,2017-01-03,2016-10-01
2769,2017-01-03,2017-01-04,2017-01-01
2770,2017-01-04,2017-01-05,2017-01-01
2771,2017-01-05,2017-01-06,2017-01-01
2772,2017-01-06,2017-01-09,2017-01-01
2773,2017-01-09,2017-01-10,2017-01-01
2774,2017-01-10,2017-01-11,2017-01-01
2775,2017-01-11,2017-01-12,2017-01-01
2776,2017-01-12,2017-01-13,2017-01-01
2777,2017-01-13,2017-01-17,2017-01-01
2778,2017-01-17,2017-01-18,2017-01-01
2779,2017-01-18,2017-01-19,2017-01-01
2780,2017-01-19,2017-01-20,2017-01-01
2781,2017-01-20,2017-01-23,2017-01-01
2782,2017-01-23,2017-01-24,2017-01-01
2783,2017-01-24,2017-01-25,2017-01-01
2784,2017-01-25,2017-01-26,2017-01-01
2785,2017-01-26,2017-01-27,2017-01-01
2786,2017-01-27,2017-01-30,2017-01-01
2787,2017-01-30,2017-01-31,2017-01-01
2788,2017-01-31,2017-02-01,2017-01-01
2789,2017-02-01,2017-02-02,2017-01-01
2790,2017-02-02,2017-02-03,2017-01-01
2791,2017-02-03,2017-02-06,2017-01-01
2792,2017-02-06,2017-02-07,2017-01-01
2793,2017-02-07,2017-02-08,2017-01-01
2794,2017-02-08,2017-02-09,2017-01-01
2795,2017-02-09,2017-02-10,2017-01-01
2796,2017-02-10,2017-02-13,2017-01-01
2797,2017-02-13,2017-02-14,2017-01-01
2798,2017-02-14,2017-02-15,2017-01-01
2799,2017-02-15,2017-02-16,2017-01-01
2800,2017-02-16,2017-02-17,2017-01-01
2801,2017-02-17,2017-02-21,2017-01-01
2802,2017-02-21,2017-02-22,2017-01-01
2803,2017-02-22,2017-02-23,2017-01-01
2804,2017-02-23,2017-02-24,2017-01-01
2805,2017-02-24,2017-02-27,2017-01-01
2806,2017-02-27,2017-02-28,2017-01-01
2807,2017-02-28,2017-03-01,2017-01-01
2808,2017-03-01,2017-03-02,2017-01-01
2809,2017-03-02,2017-03-03,2017-01-01
2810,2017-03-03,2017-03-06,2017-01-01
2811,2017-03-06,2017-03-07,2017-01-01
2812,2017-03-07,2017-03-08,2017-01-01
2813,2017-03-08,2017-03-09,2017-01-01
2814,2017-03-09,2017-03-10,2017-01-01
2815,2017-03-10,2017-03-13,2017-01-01
2816,2017-03-13,2017-03-14,2017-01-01
2817,2017-03-14,2017-03-15,2017-01-01
2818,2017-03-15,2017-03-16,2017-01-01
2819,2017-03-16,2017-03-17,2017-01-01
2820,2017-03-17,2017-03-20,2017-01-01
2821,2017-03-20,2017-03-21,2017-01-01
2822,2017-03-21,2017-03-22,2017-01-01
2823,2017-03-22,2017-03-23,2017-01-01
2824,2017-03-23,2017-03-24,2017-01-01
2825,2017-03-24,2017-03-27,2017-01-01
2826,2017-03-27,2017-03-28,2017-01-01
2827,2017-03-28,2017-03-29,2017-01-01
2828,2017-03-29,2017-03-30,2017-01-01
2829,2017-03-30,2017-03-31,2017-01-01
2830,2017-03-31,2017-04-03,2017-01-01
2831,2017-04-03,2017-04-04,2017-04-01
2832,2017-04-04,2017-04-05,2017-04-01
2833,2017-04-05,2017-04-06,2017-04-01
2834,2017-04-06,2017-04-07,2017-04-01
2835,2017-04-07,2017-04-10,2017-04-01
2836,2017-04-10,2017-04-11,2017-04-01
2837,2017-04-11,2017-04-12,2017-04-01
2838,2017-04-12,2017-04-13,2017-04-01
2839,2017-04-13,2017-04-17,2017-04-01
2840,2017-04-17,2017-04-18,2017-04-01
2841,2017-04-18,2017-04-19,2017-04-01
2842,2017-04-19,2017-04-20,2017-04-01
2843,2017-04-20,2017-04-21,2017-04-01
2844,2017-04-21,2017-04-24,2017-04-01
2845,2017-04-24,2017-04-25,2017-04-01
2846,2017-04-25,2017-04-26,2017-04-01
2847,2017-04-26,2017-04-27,2017-04-01
2848,2017-04-27,2017-04-28,2017-04-01
2849,2017-04-28,2017-05-01,2017-04-01
2850,2017-05-01,2017-05-02,2017-04-01
2851,2017-05-02,2017-05-03,2017-04-01
2852,2017-05-03,2017-05-04,2017-04-01
2853,2017-05-04,2017-05-05,2017-04-01
2854,2017-05-05,2017-05-08,2017-04-01
2855,2017-05-08,2017-05-09,2017-04-01
2856,2017-05-09,2017-05-10,2017-04-01
2857,2017-05-10,2017-05-11,2017-04-01
2858,2017-05-11,2017-05-12,2017-04-01
2859,2017-05-12,2017-05-15,2017-04-01
2860,2017-05-15,2017-05-16,2017-04-01
2861,2017-05-16,2017-05-17,2017-04-01
2862,2017-05-17,2017-05-18,2017-04-01
2863,2017-05-18,2017-05-19,2017-04-01
2864,2017-05-19,2017-05-22,2017-04-01
2865,2017-05-22,2017-05-23,2017-04-01
2866,2017-05-23,2017-05-24,2017-04-01
2867,2017-05-24,2017-05-25,2017-04-01
2868,2017-05-25,2017-05-26,2017-04-01
2869,2017-05-26,2017-05-30,2017-04-01
2870,2017-05-30,2017-05-31,2017-04-01
2871,2017-05-31,2017-06-01,2017-04-01
2872,2017-06-01,2017-06-02,2017-04-01
2873,2017-06-02,2017-06-05,2017-04-01
2874,2017-06-05,2017-06-06,2017-04-01
2875,2017-06-06,2017-06-07,2017-04-01
2876,2017-06-07,2017-06-08,2017-04-01
2877,2017-06-08,2017-06-09,2017-04-01
2878,2017-06-09,2017-06-12,2017-04-01
2879,2017-06-12,2017-06-13,2017-04-01
2880,2017-06-13,2017-06-14,2017-04-01
2881,2017-06-14,2017-06-15,2017-04-01
2882,2017-06-15,2017-06-16,2017-04-01
2883,2017-06-16,2017-06-19,2017-04-01
2884,2017-06-19,2017-06-20,2017-04-01
2885,2017-06-20,2017-06-21,2017-04-01
2886,2017-06-21,2017-06-22,2017-04-01
2887,2017-06-22,2017-06-23,2017-04-01
2888,2017-06-23,2017-06-26,2017-04-01
2889,2017-06-26,2017-06-27,2017-04-01
2890,2017-06-27,2017-06-28,2017-04-01
2891,2017-06-28,2017-06-29,2017-04-01
2892,2017-06-29,2017-06-30,2017-04-01
2893,2017-06-30,2017-07-03,2017-04-01
2894,2017-07-03,2017-07-05,2017-07-01
2895,2017-07-05,2017-07-06,2017-07-01
2896,2017-07-06,2017-07-07,2017-07-01
2897,2017-07-07,2017-07-10,2017-07-01
2898,2017-07-10,2017-07-11,2017-07-01
2899,2017-07-11,2017-07-12,2017-07-01
2900,2017-07-12,2017-07-13,2017-07-01
2901,2017-07-13,2017-07-14,2017-07-01
2902,2017-07-14,2017-07-17,2017-07-01
2903,2017-07-17,2017-07-18,2017-07-01
2904,2017-07-18,2017-07-19,2017-07-01
2905,2017-07-19,2017-07-20,2017-07-01
2906,2017-07-20,2017-07-21,2017-07-01
2907,2017-07-21,2017-07-24,2017-07-01
2908,2017-07-24,2017-07-25,2017-07-01
2909,2017-07-25,2017-07-26,2017-07-01
2910,2017-07-26,2017-07-27,2017-07-01
2911,2017-07-27,2017-07-28,2017-07-01
2912,2017-07-28,2017-07-31,2017-07-01
2913,2017-07-31,2017-08-01,2017-07-01
2914,2017-08-01,2017-08-02,2017-07-01
2915,2017-08-02,2017-08-03,2017-07-01
2916,2017-08-03,2017-08-04,2017-07-01
2917,2017-08-04,2017-08-07,2017-07-01
2918,2017-08-07,2017-08-08,2017-07-01
2919,2017-08-08,2017-08-09,2017-07-01
2920,2017-08-09,2017-08-10,2017-07-01
2921,2017-08-10,2017-08-11,2017-07-01
2922,2017-08-11,2017-08-14,2017-07-01
2923,2017-08-14,2017-08-15,2017-07-01
2924,2017-08-15,2017-08-16,2017-07-01
2925,2017-08-16,2017-08-17,2017-07-01
2926,2017-08-17,2017-08-18,2017-07-01
2927,2017-08-18,2017-08-21,2017-07-01
2928,2017-08-21,2017-08-22,2017-07-01
2929,2017-08-22,2017-08-23,2017-07-01
2930,2017-08-23,2017-08-24,2017-07-01
2931,2017-08-24,2017-08-25,2017-07-01
2932,2017-08-25,2017-08-28,2017-07-01
2933,2017-08-28,2017-08-29,2017-07-01
2934,2017-08-29,2017-08-30,2017-07-01
2935,2017-08-30,2017-08-31,2017-07-01
2936,2017-08-31,2017-09-01,2017-07-01
2937,2017-09-01,2017-09-05,2017-07-01
2938,2017-09-05,2017-09-06,2017-07-01
2939,2017-09-06,2017-09-07,2017-07-01
2940,2017-09-07,2017-09-08,2017-07-01
2941,2017-09-08,2017-09-11,2017-07-01
2942,2017-09-11,2017-09-12,2017-07-01
2943,2017-09-12,2017-09-13,2017-07-01
2944,2017-09-13,2017-09-14,2017-07-01
2945,2017-09-14,2017-09-15,2017-07-01
2946,2017-09-15,2017-09-18,2017-07-01
2947,2017-09-18,2017-09-19,2017-07-01
2948,2017-09-19,2017-09-20,2017-07-01
2949,2017-09-20,2017-09-21,2017-07-01
2950,2017-09-21,2017-09-22,2017-07-01
2951,2017-09-22,2017-09-25,2017-07-01
